#C:/Users/KIMED 1/Documents/Junaidin/Docking/SrcHum-nofilter/extracted_cav/cav1m17_AQ4.pdb with C:/Users/KIMED 1/Documents/Junaidin/Docking/EGFRfarma/egfrnofilter/gemdock_out/docking.lst
#Ligand	TotalEnergy	VDW	HBond	Elec	AverConPair	
cav1m17_AQ4-ZINC000008344415-0.pdb	-72.8303	-69.3303	-3.5	0	19.6364
cav1m17_AQ4-ZINC000008508590-0.pdb	-82.1178	-68.6166	-13.5012	0	24
cav1m17_AQ4-ZINC000008583015-0.pdb	-79.1953	-76.3647	-2.83053	0	20.08
cav1m17_AQ4-ZINC000008583114-0.pdb	-93.0399	-85.0613	-7.97866	0	22.5926
cav1m17_AQ4-ZINC000008584575-0.pdb	-97.7775	-76.1042	-21.6733	0	20.8148
cav1m17_AQ4-ZINC000008594601-0.pdb	-85.6486	-79.502	-6.14661	0	20.64
cav1m17_AQ4-ZINC000008594705-0.pdb	-81.5012	-71.2799	-10.2214	0	21.3333
cav1m17_AQ4-ZINC000008706522-0.pdb	-99.0706	-87.9209	-11.1498	0	24.4194
cav1m17_AQ4-ZINC000008706892-0.pdb	-94.4303	-85.1751	-9.2552	0	22.08
cav1m17_AQ4-ZINC000008708826-0.pdb	-93.6606	-93.6606	0	0	20.7241
cav1m17_AQ4-ZINC000008725260-0.pdb	-96.4753	-83.2922	-13.1831	0	20.3571
cav1m17_AQ4-ZINC000008728068-0.pdb	-69.1449	-54.3865	-14.7584	0	21.8889
cav1m17_AQ4-ZINC000008746409-0.pdb	-109.57	-89.8333	-19.7371	0	21.1379
cav1m17_AQ4-ZINC000008860289-0.pdb	-84.0957	-54.6783	-29.4175	0	27.15
cav1m17_AQ4-ZINC000008940568-0.pdb	-87.1019	-70.8449	-16.257	0	22
cav1m17_AQ4-ZINC000008947877-0.pdb	-82.3836	-68.5688	-13.8147	0	18.7692
cav1m17_AQ4-ZINC000009009473-0.pdb	-78.8077	-73.2335	-5.5742	0	22.9524
cav1m17_AQ4-ZINC000009056709-0.pdb	-87.0569	-83.9687	-3.08814	0	19.2414
cav1m17_AQ4-ZINC000009074830-0.pdb	-96.1273	-82.7747	-13.3526	0	21.7037
cav1m17_AQ4-ZINC000009074886-0.pdb	-83.4215	-73.1114	-10.3101	0	20.2083
cav1m17_AQ4-ZINC000009074903-0.pdb	-89.6529	-80.6829	-8.97003	0	21.4231
cav1m17_AQ4-ZINC000009074905-0.pdb	-90.5069	-84.4073	-6.09962	0	20.963
cav1m17_AQ4-ZINC000009074908-0.pdb	-100.454	-82.9379	-17.5164	0	18.4688
cav1m17_AQ4-ZINC000009074911-0.pdb	-96.5318	-83.415	-13.1168	0	17.5152
cav1m17_AQ4-ZINC000009074916-0.pdb	-106.112	-98.2474	-7.86426	0	21.5625
cav1m17_AQ4-ZINC000009074922-0.pdb	-103.773	-93.3025	-10.4703	0	20.129
cav1m17_AQ4-ZINC000009074927-0.pdb	-95.9015	-81.7478	-14.1537	0	19.8333
cav1m17_AQ4-ZINC000009074928-0.pdb	-85.4625	-70.0192	-15.4433	0	19.4
cav1m17_AQ4-ZINC000009074932-0.pdb	-90.1885	-72.3847	-17.8038	0	19.7778
cav1m17_AQ4-ZINC000009074933-0.pdb	-82.8963	-75.9569	-6.93936	0	17.5185
cav1m17_AQ4-ZINC000009074949-0.pdb	-79.545	-69.2391	-10.3059	0	21.4286
cav1m17_AQ4-ZINC000009074957-0.pdb	-87.8994	-69.8479	-18.0515	0	19.8696
cav1m17_AQ4-ZINC000009074969-0.pdb	-110.581	-101.089	-9.4918	0	22.0667
cav1m17_AQ4-ZINC000009074976-0.pdb	-92.2276	-74.73	-17.4976	0	21.12
cav1m17_AQ4-ZINC000009074981-0.pdb	-103.55	-96.8703	-6.67968	0	22.5714
cav1m17_AQ4-ZINC000009075003-0.pdb	-88.4458	-75.6362	-12.8096	0	19.12
cav1m17_AQ4-ZINC000009075005-0.pdb	-96.2676	-83.1223	-13.1453	0	20.88
cav1m17_AQ4-ZINC000009075025-0.pdb	-94.6976	-79.7955	-14.9021	0	20.2222
cav1m17_AQ4-ZINC000009075027-0.pdb	-98.564	-82.8509	-15.7132	0	21.0741
cav1m17_AQ4-ZINC000009075047-0.pdb	-103.875	-91.5031	-12.3719	0	19.9677
cav1m17_AQ4-ZINC000009075068-0.pdb	-92.8362	-84.4924	-8.34376	0	20.7586
cav1m17_AQ4-ZINC000009116924-0.pdb	-104.772	-84.5247	-20.2468	0	20.6774
cav1m17_AQ4-ZINC000009116956-0.pdb	-93.2129	-86.3776	-6.83531	0	17.6452
cav1m17_AQ4-ZINC000009119377-0.pdb	-102.769	-91.3692	-11.4003	0	16.9412
cav1m17_AQ4-ZINC000009142856-0.pdb	-91.7705	-74.5258	-17.2448	0	19.7407
cav1m17_AQ4-ZINC000009222885-0.pdb	-99.8653	-81.177	-18.6883	0	16.3636
cav1m17_AQ4-ZINC000009253330-0.pdb	-112.545	-98.5449	-14	0	18.9118
cav1m17_AQ4-ZINC000009290201-0.pdb	-96.589	-82.3352	-14.2538	0	20.3704
cav1m17_AQ4-ZINC000009332863-0.pdb	-94.0982	-88.1708	-5.92748	0	23.7778
cav1m17_AQ4-ZINC000009360482-0.pdb	-95.639	-92.458	-3.18101	0	20.0357
cav1m17_AQ4-ZINC000009366930-0.pdb	-95.2168	-88.9375	-6.27928	0	19.7742
cav1m17_AQ4-ZINC000009409774-0.pdb	-92.9747	-75.6087	-17.3659	0	19.6129
cav1m17_AQ4-ZINC000009467090-0.pdb	-98.9815	-88.5639	-10.4176	0	21.4706
cav1m17_AQ4-ZINC000009514186-0.pdb	-102.784	-88.7883	-13.9954	0	20.75
cav1m17_AQ4-ZINC000009532120-0.pdb	-76.7659	-63.7024	-13.0635	0	22.4211
cav1m17_AQ4-ZINC000009606174-0.pdb	-107.993	-98.1385	-9.85448	0	19.8125
cav1m17_AQ4-ZINC000009641754-0.pdb	-78.7163	-68.2163	-10.5	0	18.44
cav1m17_AQ4-ZINC000009666355-0.pdb	-79.7299	-65.7299	-14	0	16.5185
cav1m17_AQ4-ZINC000009669879-0.pdb	-87.1761	-78.3376	-8.83848	0	22.4231
cav1m17_AQ4-ZINC000009670536-0.pdb	-79.6359	-68.7152	-10.9207	0	20.1739
cav1m17_AQ4-ZINC000009740970-0.pdb	-68.1677	-60.293	-7.87472	0	19.2
cav1m17_AQ4-ZINC000009829958-0.pdb	-104.185	-92.7736	-11.4111	0	18.0909
cav1m17_AQ4-ZINC000009954561-0.pdb	-108.918	-91.6382	-17.2797	0	18.625
cav1m17_AQ4-ZINC000009968964-0.pdb	-99.748	-90.5675	-9.1805	0	18.5882
cav1m17_AQ4-ZINC000010513142-0.pdb	-88.9252	-81.9252	-7	0	17.6333
cav1m17_AQ4-ZINC000010517131-0.pdb	-90.5351	-80.8881	-9.64702	0	22.7037
cav1m17_AQ4-ZINC000010660589-0.pdb	-90.3838	-82.748	-7.63587	0	18.2333
cav1m17_AQ4-ZINC000010959022-0.pdb	-83.5811	-78.0579	-5.52317	0	22.8846
cav1m17_AQ4-ZINC000010961212-0.pdb	-88.2399	-74.7903	-13.4495	0	18.9259
cav1m17_AQ4-ZINC000010961309-0.pdb	-85.2259	-73.3808	-11.8451	0	20.92
cav1m17_AQ4-ZINC000011246799-0.pdb	-99.4617	-94.5127	-4.94892	0	21.6207
cav1m17_AQ4-ZINC000011469890-0.pdb	-91.6929	-84.8442	-6.84864	0	18.8966
cav1m17_AQ4-ZINC000011663472-0.pdb	-84.85	-76.1641	-8.68586	0	16.4
cav1m17_AQ4-ZINC000011663721-0.pdb	-103.401	-89.8102	-13.5908	0	23
cav1m17_AQ4-ZINC000011723502-0.pdb	-92.4813	-81.1017	-11.3797	0	19.8077
cav1m17_AQ4-ZINC000012088147-0.pdb	-97.0724	-78.6011	-18.4712	0	18.5667
cav1m17_AQ4-ZINC000012113825-0.pdb	-78.2143	-70.0293	-8.18499	0	22.1905
cav1m17_AQ4-ZINC000012227171-0.pdb	-81.486	-75.5844	-5.90163	0	20.2609
cav1m17_AQ4-ZINC000012227301-0.pdb	-95.9917	-94.5042	-1.48749	0	21.6786
cav1m17_AQ4-ZINC000012227509-0.pdb	-72.9228	-68.7815	-4.14136	0	21
cav1m17_AQ4-ZINC000012300862-0.pdb	-106.249	-100.732	-5.51767	0	21.3871
cav1m17_AQ4-ZINC000012438507-0.pdb	-91.0366	-84.0366	-7	0	20.6296
cav1m17_AQ4-ZINC000012447059-0.pdb	-93.9385	-90.4385	-3.5	0	22.6071
cav1m17_AQ4-ZINC000012499064-0.pdb	-90.4146	-81.3097	-9.10488	0	19.4231
cav1m17_AQ4-ZINC000012506997-0.pdb	-81.8395	-71.8951	-9.94438	0	23.3333
cav1m17_AQ4-ZINC000012507701-0.pdb	-83.5982	-66.4477	-17.1504	0	22.5417
cav1m17_AQ4-ZINC000012520766-0.pdb	-102.654	-77.8281	-24.8261	0	18.6897
cav1m17_AQ4-ZINC000012525357-0.pdb	-81.684	-78.184	-3.5	0	19.68
cav1m17_AQ4-ZINC000012537580-0.pdb	-92.7775	-81.5008	-11.2767	0	23.2222
cav1m17_AQ4-ZINC000012540867-0.pdb	-91.7571	-88.3689	-3.38814	0	21.4074
cav1m17_AQ4-ZINC000012551240-0.pdb	-85.068	-76.8845	-8.18353	0	20.96
cav1m17_AQ4-ZINC000012559676-0.pdb	-82.0196	-68.3604	-13.6592	0	18.0435
cav1m17_AQ4-ZINC000012604410-0.pdb	-88.3756	-81.7706	-6.60501	0	17.4375
cav1m17_AQ4-ZINC000012633294-0.pdb	-107.841	-96.9248	-10.9162	0	17.7813
cav1m17_AQ4-ZINC000012644279-0.pdb	-88.6397	-81.7888	-6.85087	0	19.4074
cav1m17_AQ4-ZINC000012736774-0.pdb	-105.898	-97.5301	-8.3676	0	21.3871
cav1m17_AQ4-ZINC000012739272-0.pdb	-109.684	-102.768	-6.91604	0	20.5938
cav1m17_AQ4-ZINC000012739284-0.pdb	-114.85	-91.8783	-22.9718	0	19.0909
cav1m17_AQ4-ZINC000012766330-0.pdb	-94.2165	-91.9304	-2.28614	0	21.7143
cav1m17_AQ4-ZINC000012766865-0.pdb	-97.3367	-84.6816	-12.655	0	20.4074
cav1m17_AQ4-ZINC000012769772-0.pdb	-86.2365	-82.7365	-3.5	0	22.28
cav1m17_AQ4-ZINC000012780830-0.pdb	-76.9189	-62.4982	-14.4207	0	23.1429
cav1m17_AQ4-ZINC000012784540-0.pdb	-87.6913	-75.6715	-12.0198	0	21.2917
cav1m17_AQ4-ZINC000012785336-0.pdb	-87.0311	-78.335	-8.69607	0	20.4231
cav1m17_AQ4-ZINC000012791393-0.pdb	-99.69	-84.3938	-15.2962	0	24.76
cav1m17_AQ4-ZINC000012793511-0.pdb	-87.4207	-76.394	-11.0267	0	19.1852
cav1m17_AQ4-ZINC000012799321-0.pdb	-82.631	-79.131	-3.5	0	23.56
cav1m17_AQ4-ZINC000012846047-0.pdb	-90.1026	-71.362	-18.7405	0	20.3077
cav1m17_AQ4-ZINC000012865006-0.pdb	-94.9783	-87.8206	-7.15771	0	20.6207
cav1m17_AQ4-ZINC000012875073-0.pdb	-69.2126	-62.7476	-6.46498	0	20.7895
cav1m17_AQ4-ZINC000012876622-0.pdb	-86.44	-75.6316	-10.8084	0	18.2308
cav1m17_AQ4-ZINC000012879863-0.pdb	-92.9943	-82.4943	-10.5	0	24.7917
cav1m17_AQ4-ZINC000012895942-0.pdb	-81.696	-60.3296	-21.3664	0	20.3333
cav1m17_AQ4-ZINC000012901595-0.pdb	-101.393	-92.6282	-8.76464	0	19.5517
cav1m17_AQ4-ZINC000012906698-0.pdb	-81.9251	-73.6128	-8.31236	0	17.5714
cav1m17_AQ4-ZINC000012906703-0.pdb	-73.9972	-72.0507	-1.9465	0	16.8519
cav1m17_AQ4-ZINC000012926767-0.pdb	-100.164	-84.6641	-15.5	0	18.5313
cav1m17_AQ4-ZINC000012929854-0.pdb	-86.2044	-74.9573	-11.2471	0	17.25
cav1m17_AQ4-ZINC000012929860-0.pdb	-95.3861	-84.9871	-10.399	0	20
cav1m17_AQ4-ZINC000012929867-0.pdb	-112.046	-94.4482	-17.5978	0	21.1379
cav1m17_AQ4-ZINC000012981102-0.pdb	-85.025	-83.7739	-1.25114	0	20.4074
cav1m17_AQ4-ZINC000013008325-0.pdb	-93.6102	-84.0307	-9.57953	0	20.3846
cav1m17_AQ4-ZINC000013010849-0.pdb	-96.581	-87.3161	-9.26497	0	20.1111
cav1m17_AQ4-ZINC000013011015-0.pdb	-84.7008	-69.1227	-15.5781	0	24.1304
cav1m17_AQ4-ZINC000013029346-0.pdb	-118.229	-105.03	-13.1993	0	19.9744
cav1m17_AQ4-ZINC000013040023-0.pdb	-88.5458	-81.5458	-7	0	20.12
cav1m17_AQ4-ZINC000013040024-0.pdb	-85.713	-78.8937	-6.81932	0	20.52
cav1m17_AQ4-ZINC000013068416-0.pdb	-90.9904	-87.4904	-3.5	0	19.6897
cav1m17_AQ4-ZINC000013083113-0.pdb	-113.539	-91.1379	-22.4008	0	17.5143
cav1m17_AQ4-ZINC000013083193-0.pdb	-96.8713	-91.5488	-5.32254	0	18.5
cav1m17_AQ4-ZINC000013083200-0.pdb	-97.2787	-88.8879	-8.39081	0	17.9118
cav1m17_AQ4-ZINC000013083615-0.pdb	-92.8602	-65.8572	-27.003	0	17.0333
cav1m17_AQ4-ZINC000013083621-0.pdb	-94.5706	-70.6306	-23.94	0	13.9118
cav1m17_AQ4-ZINC000013083639-0.pdb	-84.3088	-77.8422	-6.46658	0	18.129
cav1m17_AQ4-ZINC000013083681-0.pdb	-96.6431	-76.0684	-20.5747	0	16.8
cav1m17_AQ4-ZINC000013129117-0.pdb	-105.93	-102.43	-3.5	0	20.2727
cav1m17_AQ4-ZINC000013129382-0.pdb	-97.0009	-82.1821	-14.8189	0	18.5313
cav1m17_AQ4-ZINC000013130267-0.pdb	-92.1473	-88.6473	-3.5	0	19.9333
cav1m17_AQ4-ZINC000013148251-0.pdb	-89.5332	-83.302	-6.23117	0	17.7667
cav1m17_AQ4-ZINC000013148443-0.pdb	-89.1918	-82.6086	-6.5832	0	18.3571
cav1m17_AQ4-ZINC000013364724-0.pdb	-98.2656	-83.3155	-14.9501	0	16.7419
cav1m17_AQ4-ZINC000013573024-0.pdb	-80.2725	-69.8552	-10.4173	0	18.6522
cav1m17_AQ4-ZINC000013573026-0.pdb	-77.635	-67.135	-10.5	0	20.3913
cav1m17_AQ4-ZINC000013602715-0.pdb	-86.8373	-83.3373	-3.5	0	23.2083
cav1m17_AQ4-ZINC000013636535-0.pdb	-93.9772	-83.4772	-10.5	0	19
cav1m17_AQ4-ZINC000013640572-0.pdb	-116.904	-106.496	-10.4078	0	20.3824
cav1m17_AQ4-ZINC000013641455-0.pdb	-105.788	-87.2487	-18.5394	0	20.3793
cav1m17_AQ4-ZINC000013641517-0.pdb	-100.408	-82.4408	-17.9674	0	17.6774
cav1m17_AQ4-ZINC000013644362-0.pdb	-86.1068	-82.6068	-3.5	0	20.3462
cav1m17_AQ4-ZINC000013644467-0.pdb	-83.0302	-79.5302	-3.5	0	21.8333
cav1m17_AQ4-ZINC000013686899-0.pdb	-90.0479	-78.0152	-12.0327	0	21.8333
cav1m17_AQ4-ZINC000013691769-0.pdb	-92.1815	-84.0749	-8.10656	0	23.16
cav1m17_AQ4-ZINC000013719236-0.pdb	-84.4806	-77.1861	-7.29447	0	24.913
cav1m17_AQ4-ZINC000013724658-0.pdb	-103.217	-96.7598	-6.45753	0	22.3929
cav1m17_AQ4-ZINC000013731973-0.pdb	-92.3629	-84.0212	-8.34171	0	18.2593
cav1m17_AQ4-ZINC000013959213-0.pdb	-104.202	-94.5841	-9.61814	0	18.3125
cav1m17_AQ4-ZINC000013959910-0.pdb	-103.769	-96.8683	-6.90038	0	20.625
cav1m17_AQ4-ZINC000013960930-0.pdb	-98.2506	-85.0921	-13.1585	0	16.6111
cav1m17_AQ4-ZINC000013961143-0.pdb	-93.2418	-90.8926	-2.34922	0	19.1667
cav1m17_AQ4-ZINC000013961191-0.pdb	-116.466	-112.966	-3.5	0	20.1282
cav1m17_AQ4-ZINC000013961192-0.pdb	-117.817	-109.154	-8.66241	0	18.359
cav1m17_AQ4-ZINC000013961194-0.pdb	-106.968	-78.3305	-28.6373	0	16.6923
cav1m17_AQ4-ZINC000013961199-0.pdb	-108.361	-102.582	-5.77963	0	17.9211
cav1m17_AQ4-ZINC000013961206-0.pdb	-108.739	-103.171	-5.56867	0	17.9459
cav1m17_AQ4-ZINC000013961241-0.pdb	-88.4324	-70.0857	-18.3467	0	21.9286
cav1m17_AQ4-ZINC000013961343-0.pdb	-90.737	-80.7353	-10.0017	0	17.5294
cav1m17_AQ4-ZINC000013961374-0.pdb	-98.9786	-84.7291	-14.2494	0	19.2424
cav1m17_AQ4-ZINC000013961449-0.pdb	-110.581	-100.213	-10.3683	0	19.2857
cav1m17_AQ4-ZINC000014077714-0.pdb	-70.6596	-67.2528	-3.40675	0	21.6111
cav1m17_AQ4-ZINC000014092689-0.pdb	-66.0403	-59.0403	-7	0	17.5714
cav1m17_AQ4-ZINC000014197924-0.pdb	-115.483	-109.087	-6.39682	0	21.6857
cav1m17_AQ4-ZINC000014207962-0.pdb	-92.6425	-80.5049	-12.1376	0	24.125
cav1m17_AQ4-ZINC000014210784-0.pdb	-80.7491	-70.738	-10.011	0	20.5
cav1m17_AQ4-ZINC000014212072-0.pdb	-85.6414	-79.7159	-5.92552	0	23.7273
cav1m17_AQ4-ZINC000014235278-0.pdb	-94.5357	-81.1735	-13.3623	0	22.32
cav1m17_AQ4-ZINC000014236864-0.pdb	-104.917	-91.081	-13.8355	0	20.0667
cav1m17_AQ4-ZINC000014241267-0.pdb	-96.4674	-83.8436	-12.6238	0	22.3704
cav1m17_AQ4-ZINC000014241575-0.pdb	-92.7917	-76.7526	-16.0391	0	19.7778
cav1m17_AQ4-ZINC000014279753-0.pdb	-94.8872	-71.0094	-23.8778	0	21.64
cav1m17_AQ4-ZINC000014814541-0.pdb	-84.4671	-74.1033	-10.3638	0	22.3913
cav1m17_AQ4-ZINC000015113565-0.pdb	-78.9732	-76.348	-2.62522	0	21.75
cav1m17_AQ4-ZINC000015141080-0.pdb	-101.09	-89.2664	-11.8233	0	20.2222
cav1m17_AQ4-ZINC000015141081-0.pdb	-100.071	-79.4072	-20.664	0	18.8889
cav1m17_AQ4-ZINC000015154022-0.pdb	-88.747	-81.8828	-6.86418	0	21.64
cav1m17_AQ4-ZINC000015163627-0.pdb	-86.4834	-78.0356	-8.44776	0	18.0741
cav1m17_AQ4-ZINC000015414016-0.pdb	-101.071	-87.916	-13.1555	0	21.1429
cav1m17_AQ4-ZINC000015414019-0.pdb	-96.0605	-88.5917	-7.46886	0	21.7857
cav1m17_AQ4-ZINC000015414252-0.pdb	-99.7449	-87.7449	-12	0	18
cav1m17_AQ4-ZINC000015414267-0.pdb	-85.921	-78.921	-7	0	15.9706
cav1m17_AQ4-ZINC000015593800-0.pdb	-88.3605	-68.958	-19.4025	0	22.8636
cav1m17_AQ4-ZINC000015780355-0.pdb	-82.3868	-78.899	-3.48783	0	21.8261
cav1m17_AQ4-ZINC000015786665-0.pdb	-84.3542	-64.8737	-19.4805	0	23.8
cav1m17_AQ4-ZINC000015840941-0.pdb	-92.1349	-86.351	-5.78389	0	21.963
cav1m17_AQ4-ZINC000015922165-0.pdb	-90.8702	-69.0428	-21.8274	0	26.35
cav1m17_AQ4-ZINC000016162616-0.pdb	-101.157	-90.0406	-11.1162	0	21.4231
cav1m17_AQ4-ZINC000016291028-0.pdb	-131.271	-104.912	-26.3595	0	19.5263
cav1m17_AQ4-ZINC000016426069-0.pdb	-95.3926	-84.8926	-10.5	0	18.2813
cav1m17_AQ4-ZINC000016599785-0.pdb	-107.26	-103.991	-3.26831	0	19.75
cav1m17_AQ4-ZINC000016689840-0.pdb	-104.357	-80.5145	-23.8427	0	24.5714
cav1m17_AQ4-ZINC000016942726-0.pdb	-118.395	-102.678	-15.7162	0	22
cav1m17_AQ4-ZINC000016944482-0.pdb	-99.6732	-81.0541	-18.6191	0	18.3438
cav1m17_AQ4-ZINC000016994171-0.pdb	-83.5441	-83.5441	0	0	20.8462
cav1m17_AQ4-ZINC000017026449-0.pdb	-97.7824	-97.7824	0	0	23.6923
cav1m17_AQ4-ZINC000017026451-0.pdb	-83.9704	-79.8516	-4.11876	0	22.1538
cav1m17_AQ4-ZINC000017026453-0.pdb	-93.2861	-86.2861	-7	0	21.4615
cav1m17_AQ4-ZINC000017026455-0.pdb	-84.5842	-74.5175	-10.0666	0	21.16
cav1m17_AQ4-ZINC000017071253-0.pdb	-76.2386	-68.33	-7.9086	0	18
cav1m17_AQ4-ZINC000017075265-0.pdb	-78.7542	-61.9937	-16.7604	0	20.2963
cav1m17_AQ4-ZINC000017077058-0.pdb	-91.6429	-88.1429	-3.5	0	20.6429
cav1m17_AQ4-ZINC000017088446-0.pdb	-92.4688	-87.2402	-5.22867	0	21.0357
cav1m17_AQ4-ZINC000017093359-0.pdb	-101.255	-96.7351	-4.52012	0	22.2667
cav1m17_AQ4-ZINC000017093953-0.pdb	-92.9507	-92.9507	0	0	20.875
cav1m17_AQ4-ZINC000017094907-0.pdb	-95.5665	-89.1652	-6.4013	0	19.0625
cav1m17_AQ4-ZINC000017097074-0.pdb	-103.831	-94.55	-9.281	0	21.9688
cav1m17_AQ4-ZINC000017099436-0.pdb	-95.6277	-87.8888	-7.73888	0	19.6333
cav1m17_AQ4-ZINC000017121529-0.pdb	-88.829	-88.829	0	0	21.4615
cav1m17_AQ4-ZINC000017121534-0.pdb	-86.231	-82.7606	-3.47038	0	21.1923
cav1m17_AQ4-ZINC000017121577-0.pdb	-90.1005	-83.5541	-6.54649	0	20.5556
cav1m17_AQ4-ZINC000017121591-0.pdb	-87.8332	-71.8348	-15.9984	0	17.2143
cav1m17_AQ4-ZINC000017137695-0.pdb	-81.5655	-65.6966	-15.869	0	25.7368
cav1m17_AQ4-ZINC000017179938-0.pdb	-88.9384	-83.8205	-5.11788	0	19.5385
cav1m17_AQ4-ZINC000017196681-0.pdb	-93.4535	-81.2898	-12.1637	0	21.037
cav1m17_AQ4-ZINC000017270456-0.pdb	-95.0584	-80.507	-14.5515	0	17.4839
cav1m17_AQ4-ZINC000017287552-0.pdb	-89.3506	-82.1498	-7.20078	0	19.5385
cav1m17_AQ4-ZINC000017306894-0.pdb	-84.6471	-78.7728	-5.87428	0	24.0417
cav1m17_AQ4-ZINC000017308039-0.pdb	-94.8802	-92.7512	-2.12901	0	21.4815
cav1m17_AQ4-ZINC000017418716-0.pdb	-109.303	-102.77	-6.53252	0	19.7188
cav1m17_AQ4-ZINC000017729716-0.pdb	-92.9276	-92.9276	0	0	20.0357
cav1m17_AQ4-ZINC000018173147-0.pdb	-85.4579	-78.8091	-6.64883	0	19.1852
cav1m17_AQ4-ZINC000018222017-0.pdb	-106.023	-89.2308	-16.7918	0	23.5185
cav1m17_AQ4-ZINC000019077185-0.pdb	-81.7899	-64.694	-17.0959	0	23.1364
cav1m17_AQ4-ZINC000019078030-0.pdb	-80.829	-77.7366	-3.09238	0	16.7419
cav1m17_AQ4-ZINC000019078052-0.pdb	-100.256	-90.4703	-9.78613	0	21.7241
cav1m17_AQ4-ZINC000019078310-0.pdb	-110.231	-101.731	-8.5	0	21.9355
cav1m17_AQ4-ZINC000019078415-0.pdb	-92.7317	-73.9781	-18.7536	0	17.7742
cav1m17_AQ4-ZINC000019078653-0.pdb	-86.8782	-63.4101	-23.4681	0	25.9565
cav1m17_AQ4-ZINC000019079753-0.pdb	-79.3801	-68.6701	-10.71	0	23.65
cav1m17_AQ4-ZINC000019103733-0.pdb	-85.962	-64.9935	-20.9685	0	18.12
cav1m17_AQ4-ZINC000019109668-0.pdb	-96.2266	-85.7818	-10.4448	0	21.9259
cav1m17_AQ4-ZINC000019116553-0.pdb	-85.9385	-69.5308	-16.4077	0	21.4545
cav1m17_AQ4-ZINC000019143211-0.pdb	-116.277	-98.6771	-17.6	0	20
cav1m17_AQ4-ZINC000019143214-0.pdb	-124.942	-102.183	-22.7592	0	21.7222
cav1m17_AQ4-ZINC000019521739-0.pdb	-103.4	-79.7532	-23.6467	0	25.0952
cav1m17_AQ4-ZINC000019643576-0.pdb	-91.5407	-88.0407	-3.5	0	16
cav1m17_AQ4-ZINC000019714883-0.pdb	-74.1037	-60.2485	-13.8553	0	16.4643
cav1m17_AQ4-ZINC000019717583-0.pdb	-99.5449	-96.688	-2.85691	0	21.0625
cav1m17_AQ4-ZINC000019718456-0.pdb	-95.2211	-95.2211	0	0	21.0645
cav1m17_AQ4-ZINC000019948516-0.pdb	-80.8927	-72.971	-7.9217	0	27.4211
cav1m17_AQ4-ZINC000020182021-0.pdb	-92.0147	-84.4685	-7.54621	0	19.7931
cav1m17_AQ4-ZINC000020213446-0.pdb	-96.6568	-93.5051	-3.1517	0	18.0625
cav1m17_AQ4-ZINC000020215299-0.pdb	-105.929	-102.429	-3.5	0	18.6579
cav1m17_AQ4-ZINC000020215301-0.pdb	-111.687	-99.6866	-12	0	18.1053
cav1m17_AQ4-ZINC000020343063-0.pdb	-94.4128	-73.9354	-20.4774	0	21.3478
cav1m17_AQ4-ZINC000020355988-0.pdb	-101.033	-88.9932	-12.0399	0	17.8125
cav1m17_AQ4-ZINC000020356008-0.pdb	-113.758	-99.9471	-13.8111	0	19.6875
cav1m17_AQ4-ZINC000020606494-0.pdb	-109.024	-80.2469	-28.7773	0	18.1389
cav1m17_AQ4-ZINC000020615748-0.pdb	-94.252	-86.4729	-7.77913	0	20.0968
cav1m17_AQ4-ZINC000020661985-0.pdb	-81.6171	-72.319	-9.29813	0	19.16
cav1m17_AQ4-ZINC000020661995-0.pdb	-100.555	-97.0546	-3.5	0	20.2188
cav1m17_AQ4-ZINC000020661997-0.pdb	-84.0904	-72.8657	-11.2247	0	20.625
cav1m17_AQ4-ZINC000020669229-0.pdb	-110.406	-93.3254	-17.0809	0	21.8438
cav1m17_AQ4-ZINC000020774706-0.pdb	-111.081	-103.581	-7.5	0	23.1515
cav1m17_AQ4-ZINC000020917168-0.pdb	-101.674	-94.6737	-7	0	18.6774
cav1m17_AQ4-ZINC000021657854-0.pdb	-105.974	-92.8761	-13.0983	0	20.6667
cav1m17_AQ4-ZINC000021661438-0.pdb	-79.6171	-69.1782	-10.4389	0	18.3636
cav1m17_AQ4-ZINC000021673992-0.pdb	-90.8114	-77.2099	-13.6015	0	20.4
cav1m17_AQ4-ZINC000021826644-0.pdb	-86.5894	-81.819	-4.77045	0	18.2143
cav1m17_AQ4-ZINC000021832166-0.pdb	-96.0914	-92.5914	-3.5	0	21.8077
cav1m17_AQ4-ZINC000021841861-0.pdb	-89.7016	-80.4305	-9.27114	0	18.1667
cav1m17_AQ4-ZINC000022023048-0.pdb	-87.8377	-87.8377	0	0	19.0606
cav1m17_AQ4-ZINC000022052515-0.pdb	-99.3259	-91.3435	-7.98242	0	15.5405
cav1m17_AQ4-ZINC000022052519-0.pdb	-96.6728	-92.4153	-4.25753	0	16.7297
cav1m17_AQ4-ZINC000022052595-0.pdb	-100.357	-95.3164	-5.04069	0	18.0526
cav1m17_AQ4-ZINC000022052600-0.pdb	-113.568	-106.178	-7.38998	0	18.6579
cav1m17_AQ4-ZINC000022052790-0.pdb	-112.901	-109.401	-3.5	0	19.8378
cav1m17_AQ4-ZINC000022052794-0.pdb	-94.4812	-91.9812	-2.5	0	16.5946
cav1m17_AQ4-ZINC000022052924-0.pdb	-98.8501	-93.1099	-5.74017	0	16.7368
cav1m17_AQ4-ZINC000022052929-0.pdb	-100.025	-92.2379	-7.78678	0	18.5789
