Compound	Energy	VDW	HBond	Elec	
cav4mxo_DB8-ZINC51096660-0.pdb	-89.8263	-73.6422	-16.1841	0	
cav4mxo_DB8-ZINC51116943-0.pdb	-80.2846	-61.7491	-18.5355	0	
cav4mxo_DB8-ZINC51116954-0.pdb	-77.1744	-62.137	-15.0374	0	
cav4mxo_DB8-ZINC51150177-0.pdb	-81.5091	-68.4588	-13.0503	0	
cav4mxo_DB8-ZINC51169153-0.pdb	-68.3462	-52.3829	-15.9633	0	
cav4mxo_DB8-ZINC51296417-0.pdb	-69.6289	-62.6289	-7	0	
cav4mxo_DB8-ZINC51394345-0.pdb	-79.3209	-64.165	-15.4812	0.325318	
cav4mxo_DB8-ZINC51394464-0.pdb	-71.7496	-50.3876	-22.2214	0.859381	
cav4mxo_DB8-ZINC52004723-0.pdb	-76.3204	-66.8367	-9.48375	0	
cav4mxo_DB8-ZINC52012301-0.pdb	-81.83	-72.9659	-9.23601	0.371863	
cav4mxo_DB8-ZINC52095117-0.pdb	-51.2376	-40.0522	-11.1854	0	
cav4mxo_DB8-ZINC52095159-0.pdb	-72.42	-65.42	-7	0	
cav4mxo_DB8-ZINC52095163-0.pdb	-71.3871	-63.4775	-7.90959	0	
cav4mxo_DB8-ZINC52095171-0.pdb	-73.8573	-64.637	-9.22034	0	
cav4mxo_DB8-ZINC52276178-0.pdb	-75.9234	-64.0372	-13.6771	1.79093	
cav4mxo_DB8-ZINC52607335-0.pdb	-61.2756	-44.7756	-16.5	0	
cav4mxo_DB8-ZINC52840572-0.pdb	-70.1998	-60.4595	-9.74034	0	
cav4mxo_DB8-ZINC53097210-0.pdb	-83.9816	-71.1444	-12.8372	0	
cav4mxo_DB8-ZINC53115874-0.pdb	-70.4488	-58.4488	-12	0	
cav4mxo_DB8-ZINC53518654-0.pdb	-97.028	-91.9032	-5.12485	0	
cav4mxo_DB8-ZINC53524665-0.pdb	-85.2227	-79.1516	-6.07113	0	
cav4mxo_DB8-ZINC53543005-0.pdb	-90.022	-69.0167	-20.0042	-1.00111	
cav4mxo_DB8-ZINC53735775-0.pdb	-88.8942	-69.9932	-18.901	0	
cav4mxo_DB8-ZINC54044531-0.pdb	-86.2073	-68.0873	-18.12	0	
cav4mxo_DB8-ZINC54213561-0.pdb	-69.1609	-58.1857	-10.9752	0	
cav4mxo_DB8-ZINC54348692-0.pdb	-74.4264	-62.1561	-12.2703	0	
cav4mxo_DB8-ZINC54433014-0.pdb	-96.1301	-84.7269	-11.4032	0	
cav4mxo_DB8-ZINC54477436-0.pdb	-107.021	-92.0562	-14.9652	0	
cav4mxo_DB8-ZINC54591911-0.pdb	-100.972	-75.8975	-23.6342	-1.44024	
cav4mxo_DB8-ZINC54643208-0.pdb	-94.3479	-78.2497	-16.0982	0	
cav4mxo_DB8-ZINC54726722-0.pdb	-85.716	-65.9895	-19.7265	0	
cav4mxo_DB8-ZINC54753631-0.pdb	-81.6539	-78.1539	-3.5	0	
cav4mxo_DB8-ZINC55036692-0.pdb	-88.7302	-79.5621	-9.16807	0	
cav4mxo_DB8-ZINC55104244-0.pdb	-87.0906	-77.8506	-9.24	0	
cav4mxo_DB8-ZINC55185134-0.pdb	-63.8157	-51.4046	-12.4111	0	
cav4mxo_DB8-ZINC55185149-0.pdb	-67.9533	-61.5694	-6.38391	0	
cav4mxo_DB8-ZINC55189260-0.pdb	-66.9118	-61.4889	-5.42288	0	
cav4mxo_DB8-ZINC55270770-0.pdb	-71.7416	-57.9397	-13.8019	0	
cav4mxo_DB8-ZINC55503140-0.pdb	-95.6099	-75.97	-19.6399	0	
cav4mxo_DB8-ZINC56056922-0.pdb	-72.4764	-68.801	-3.67541	0	
cav4mxo_DB8-ZINC56159649-0.pdb	-81.748	-65.7765	-15.9715	0	
cav4mxo_DB8-ZINC56159650-0.pdb	-85.8064	-77.8447	-7.96175	0	
cav4mxo_DB8-ZINC56159748-0.pdb	-89.0652	-74.9938	-14.0714	0	
cav4mxo_DB8-ZINC56546390-0.pdb	-78.5211	-55.8197	-22.7014	0	
cav4mxo_DB8-ZINC56595904-0.pdb	-90.2189	-79.9795	-10.2394	0	
cav4mxo_DB8-ZINC56762331-0.pdb	-94.529	-65.2511	-29.2779	0	
cav4mxo_DB8-ZINC56762986-0.pdb	-85.0938	-53.2189	-31.8749	0	
cav4mxo_DB8-ZINC56769866-0.pdb	-86.7726	-73.7495	-13.0231	0	
cav4mxo_DB8-ZINC56904206-0.pdb	-83.4994	-68.6174	-14.882	0	
cav4mxo_DB8-ZINC57003513-0.pdb	-82.8038	-80.4135	-2.39032	0	
cav4mxo_DB8-ZINC57586037-0.pdb	-104.664	-97.6639	-7	0	
cav4mxo_DB8-ZINC57798994-0.pdb	-88.2994	-78.6222	-9.67716	0	
cav4mxo_DB8-ZINC58017863-0.pdb	-95.3892	-78.2969	-17.0923	0	
cav4mxo_DB8-ZINC58057309-0.pdb	-73.9419	-65.1762	-8.76575	0	
cav4mxo_DB8-ZINC58057546-0.pdb	-73.3206	-59.7689	-13.5517	0	
cav4mxo_DB8-ZINC58117283-0.pdb	-75.1778	-65.6778	-9.5	0	
cav4mxo_DB8-ZINC58236536-0.pdb	-92.9308	-74.6761	-18.2547	0	
cav4mxo_DB8-ZINC58247043-0.pdb	-91.1038	-75.9931	-15.1107	0	
cav4mxo_DB8-ZINC58385775-0.pdb	-96.6094	-85.5923	-11.0171	0	
cav4mxo_DB8-ZINC58434953-0.pdb	-95.004	-77.0066	-17.9974	0	
cav4mxo_DB8-ZINC58489671-0.pdb	-89.4342	-70.8003	-18.6339	0	
cav4mxo_DB8-ZINC58506003-0.pdb	-80.5939	-69.1168	-11.4771	0	
cav4mxo_DB8-ZINC58603279-0.pdb	-79.995	-71.4322	-8.56278	0	
cav4mxo_DB8-ZINC59060987-0.pdb	-87.2216	-81.9672	-5.2544	0	
cav4mxo_DB8-ZINC59121599-0.pdb	-93.0288	-92.1525	-0.876342	0	
cav4mxo_DB8-ZINC59166942-0.pdb	-92.3627	-78.4983	-13.8644	0	
cav4mxo_DB8-ZINC59225485-0.pdb	-73.4055	-73.4055	0	0	
cav4mxo_DB8-ZINC59258675-0.pdb	-95.8051	-82.7703	-13.0348	0	
cav4mxo_DB8-ZINC59385152-0.pdb	-88.618	-80.967	-7.651	0	
cav4mxo_DB8-ZINC59410553-0.pdb	-81.1782	-69.3236	-11.8546	0	
cav4mxo_DB8-ZINC59461650-0.pdb	-99.232	-87.1904	-11.4109	-0.630684	
cav4mxo_DB8-ZINC59487369-0.pdb	-93.3382	-89.8382	-3.5	0	
cav4mxo_DB8-ZINC59487378-0.pdb	-100.019	-94.0191	-6	0	
cav4mxo_DB8-ZINC59516421-0.pdb	-88.6083	-88.6083	0	0	
cav4mxo_DB8-ZINC59678482-0.pdb	-92.6655	-80.0786	-12.5869	0	
cav4mxo_DB8-ZINC59948351-0.pdb	-81.2043	-78.7917	-2.41255	0	
cav4mxo_DB8-ZINC60019719-0.pdb	-92.992	-60.817	-32.175	0	
cav4mxo_DB8-ZINC60194777-0.pdb	-83.0346	-73.0091	-10.0255	0	
cav4mxo_DB8-ZINC60199662-0.pdb	-82.6384	-79.1384	-3.5	0	
cav4mxo_DB8-ZINC60275718-0.pdb	-99.7782	-91.9395	-7.83873	0	
cav4mxo_DB8-ZINC61361025-0.pdb	-70.8732	-60.7556	-10.1176	0	
cav4mxo_DB8-ZINC61591289-0.pdb	-71.2588	-60.7588	-10.5	0	
cav4mxo_DB8-ZINC61685165-0.pdb	-92.2827	-72.1517	-20.131	0	
cav4mxo_DB8-ZINC61889391-0.pdb	-63.97	-47.6007	-16.3693	0	
cav4mxo_DB8-ZINC61997769-0.pdb	-88.197	-73.1238	-15.0732	0	
cav4mxo_DB8-ZINC61999520-0.pdb	-96.2752	-96.2752	0	0	
cav4mxo_DB8-ZINC62039040-0.pdb	-96.2864	-80.7537	-14.4802	-1.05246	
cav4mxo_DB8-ZINC62136473-0.pdb	-89.0731	-52.1475	-37.5109	0.58525	
cav4mxo_DB8-ZINC62189180-0.pdb	-46.3499	-37.3	-9.04991	0	
cav4mxo_DB8-ZINC62528101-0.pdb	-66.0773	-55.4482	-10.6291	0	
cav4mxo_DB8-ZINC62531449-0.pdb	-73.2123	-66.2123	-7	0	
cav4mxo_DB8-ZINC62531495-0.pdb	-69.1792	-60.6414	-8.53779	0	
cav4mxo_DB8-ZINC62533172-0.pdb	-65.9746	-58.9746	-7	0	
cav4mxo_DB8-ZINC62535030-0.pdb	-60.3817	-48.106	-12.2757	0	
cav4mxo_DB8-ZINC62539022-0.pdb	-60.1672	-53.198	-6.96921	0	
cav4mxo_DB8-ZINC62703855-0.pdb	-83.8132	-69.8132	-14	0	
cav4mxo_DB8-ZINC62704049-0.pdb	-74.4262	-65.2452	-9.18105	0	
cav4mxo_DB8-ZINC62704375-0.pdb	-93.4371	-85.5881	-7.84897	0	
cav4mxo_DB8-ZINC62704610-0.pdb	-78.8135	-72.8135	-6	0	
cav4mxo_DB8-ZINC62720600-0.pdb	-71.0499	-50.0871	-20.9628	0	
cav4mxo_DB8-ZINC62775608-0.pdb	-78.3089	-59.0959	-21.8383	2.6253	
cav4mxo_DB8-ZINC62794510-0.pdb	-73.7856	-61.1533	-12.6323	0	
cav4mxo_DB8-ZINC62825250-0.pdb	-59.7873	-51.8814	-7.9059	0	
cav4mxo_DB8-ZINC62828756-0.pdb	-92.5338	-71.9633	-20.5705	0	
cav4mxo_DB8-ZINC62828823-0.pdb	-72.5317	-60.5628	-13.2936	1.32475	
cav4mxo_DB8-ZINC62832000-0.pdb	-74.7518	-68.2562	-8.46836	1.97273	
cav4mxo_DB8-ZINC62876105-0.pdb	-81.664	-59.0798	-22.5842	0	
cav4mxo_DB8-ZINC62876112-0.pdb	-85.0704	-59.1154	-28.4035	2.44849	
cav4mxo_DB8-ZINC62876115-0.pdb	-87.8607	-70.472	-19.5616	2.17285	
cav4mxo_DB8-ZINC62934732-0.pdb	-87.9374	-61.5889	-28.2833	1.9348	
cav4mxo_DB8-ZINC62952758-0.pdb	-72.5739	-59.2283	-13.3456	0	
cav4mxo_DB8-ZINC62953289-0.pdb	-72.4258	-61.9258	-10.5	0	
cav4mxo_DB8-ZINC63067352-0.pdb	-70.2154	-66.7154	-3.5	0	
cav4mxo_DB8-ZINC63097159-0.pdb	-97.7197	-81.475	-16.2447	0	
cav4mxo_DB8-ZINC63111163-0.pdb	-101.089	-92.5209	-8.56779	0	
cav4mxo_DB8-ZINC63141039-0.pdb	-91.2563	-87.7563	-3.5	0	
cav4mxo_DB8-ZINC63159846-0.pdb	-98.9878	-86.5157	-12.4721	0	
cav4mxo_DB8-ZINC63195679-0.pdb	-80.92	-70.7887	-10.1313	0	
cav4mxo_DB8-ZINC63204483-0.pdb	-108.04	-94.2807	-13.7598	0	
cav4mxo_DB8-ZINC63216499-0.pdb	-80.9007	-56.3668	-27.0346	2.50068	
cav4mxo_DB8-ZINC63237396-0.pdb	-98.1869	-77.8242	-20.3627	0	
cav4mxo_DB8-ZINC63291121-0.pdb	-96.8729	-85.2405	-11.6324	0	
cav4mxo_DB8-ZINC63294401-0.pdb	-98.2785	-94.7785	-3.5	0	
cav4mxo_DB8-ZINC63372453-0.pdb	-84.1214	-69.0908	-16.4804	1.44984	
cav4mxo_DB8-ZINC63373624-0.pdb	-90.0524	-74.5524	-15.5	0	
cav4mxo_DB8-ZINC63375961-0.pdb	-104.59	-87.0234	-17.5669	0	
cav4mxo_DB8-ZINC63376007-0.pdb	-80.879	-64.2909	-16.5881	0	
cav4mxo_DB8-ZINC63383932-0.pdb	-101.98	-98.4804	-3.5	0	
cav4mxo_DB8-ZINC63427083-0.pdb	-87.7069	-79.1486	-8.55834	0	
cav4mxo_DB8-ZINC63463005-0.pdb	-86.0643	-71.9341	-14.1302	0	
cav4mxo_DB8-ZINC63465527-0.pdb	-82.3444	-66.9928	-15.3516	0	
cav4mxo_DB8-ZINC63479924-0.pdb	-105.766	-94.6863	-11.0796	0	
cav4mxo_DB8-ZINC63486172-0.pdb	-92.3121	-85.8153	-6.49682	0	
cav4mxo_DB8-ZINC63491754-0.pdb	-97.4296	-88.2046	-9.22505	0	
cav4mxo_DB8-ZINC63493104-0.pdb	-88.186	-82.186	-6	0	
cav4mxo_DB8-ZINC63514085-0.pdb	-92.4766	-84.368	-8.10865	0	
cav4mxo_DB8-ZINC63514792-0.pdb	-69.9243	-60.2508	-9.98902	0.315528	
cav4mxo_DB8-ZINC63515319-0.pdb	-105.749	-92.4663	-13.2828	0	
cav4mxo_DB8-ZINC63531501-0.pdb	-88.0307	-70.9044	-17.1263	0	
cav4mxo_DB8-ZINC63547661-0.pdb	-93.2551	-86.2551	-7	0	
cav4mxo_DB8-ZINC63560698-0.pdb	-95.4507	-88.5673	-6.88344	0	
cav4mxo_DB8-ZINC63560707-0.pdb	-98.355	-82.5529	-15.8021	0	
cav4mxo_DB8-ZINC63572610-0.pdb	-93.0302	-83.535	-9.49525	0	
cav4mxo_DB8-ZINC63619743-0.pdb	-90.2167	-86.7167	-3.5	0	
cav4mxo_DB8-ZINC63784707-0.pdb	-92.7161	-83.6289	-9.08716	0	
cav4mxo_DB8-ZINC63808047-0.pdb	-77.748	-63.4093	-14.3387	0	
cav4mxo_DB8-ZINC63808049-0.pdb	-85.0249	-61.8213	-23.2036	0	
cav4mxo_DB8-ZINC63920008-0.pdb	-110.355	-93.6282	-16.7266	0	
cav4mxo_DB8-ZINC64048343-0.pdb	-104.709	-94.4123	-10.2965	0	
cav4mxo_DB8-ZINC64074411-0.pdb	-76.5989	-75.1169	-1.48201	0	
cav4mxo_DB8-ZINC64166281-0.pdb	-96.1924	-82.7811	-13.4113	0	
cav4mxo_DB8-ZINC64182095-0.pdb	-89.9255	-86.4255	-3.5	0	
cav4mxo_DB8-ZINC64202261-0.pdb	-101.758	-84.3929	-17.3648	0	
cav4mxo_DB8-ZINC64220528-0.pdb	-88.0356	-79.0098	-9.0258	0	
cav4mxo_DB8-ZINC64392920-0.pdb	-99.0284	-99.0284	0	0	
cav4mxo_DB8-ZINC64393040-0.pdb	-99.7269	-85.6868	-14.0401	0	
cav4mxo_DB8-ZINC64427246-0.pdb	-76.8892	-65.1509	-11.7383	0	
cav4mxo_DB8-ZINC64450561-0.pdb	-90.0852	-73.1859	-16.8993	0	
cav4mxo_DB8-ZINC64450562-0.pdb	-89.4234	-87.3586	-2.06483	0	
cav4mxo_DB8-ZINC64480049-0.pdb	-86.8594	-69.174	-17.6854	0	
cav4mxo_DB8-ZINC64480104-0.pdb	-101.248	-85.5191	-15.7289	0	
cav4mxo_DB8-ZINC64600499-0.pdb	-95.7083	-92.2115	-3.49677	0	
cav4mxo_DB8-ZINC64622932-0.pdb	-87.1673	-84.6483	-2.51902	0	
cav4mxo_DB8-ZINC64644202-0.pdb	-92.8144	-72.1038	-20.7106	0	
cav4mxo_DB8-ZINC64715724-0.pdb	-90.05	-87.3529	-2.69711	0	
cav4mxo_DB8-ZINC64746058-0.pdb	-100.214	-93.4796	-6.73458	0	
cav4mxo_DB8-ZINC64789266-0.pdb	-84.9033	-76.7307	-8.17262	0	
cav4mxo_DB8-ZINC64871093-0.pdb	-112.341	-100.035	-12.3056	0	
cav4mxo_DB8-ZINC64871246-0.pdb	-107.982	-96.3747	-11.6074	0	
cav4mxo_DB8-ZINC64871252-0.pdb	-106.265	-94.6354	-11.6292	0	
cav4mxo_DB8-ZINC65011088-0.pdb	-90.5848	-77.4215	-13.1633	0	
cav4mxo_DB8-ZINC65074758-0.pdb	-94.7095	-91.2095	-3.5	0	
cav4mxo_DB8-ZINC65074797-0.pdb	-88.38	-80.2559	-8.12414	0	
cav4mxo_DB8-ZINC65074849-0.pdb	-88.3492	-84.8492	-3.5	0	
cav4mxo_DB8-ZINC65265927-0.pdb	-102.578	-102.578	0	0	
cav4mxo_DB8-ZINC65423536-0.pdb	-100.604	-87.0861	-13.5178	0	
cav4mxo_DB8-ZINC65423542-0.pdb	-95.7932	-84.9884	-10.8048	0	
cav4mxo_DB8-ZINC65522237-0.pdb	-93.4154	-83.9274	-9.48798	0	
cav4mxo_DB8-ZINC65563752-0.pdb	-80.0062	-69.9787	-10.0275	0	
cav4mxo_DB8-ZINC65743010-0.pdb	-102.419	-84.5821	-19.8754	2.03837	
cav4mxo_DB8-ZINC65751737-0.pdb	-101.339	-95.6064	-5.73215	0	
cav4mxo_DB8-ZINC65752293-0.pdb	-93.1886	-82.8698	-10.3188	0	
cav4mxo_DB8-ZINC65919593-0.pdb	-92.2185	-73.0486	-19.1699	0	
cav4mxo_DB8-ZINC66037993-0.pdb	-86.9065	-77.1858	-9.72067	0	
cav4mxo_DB8-ZINC66054914-0.pdb	-77.4606	-66.1641	-11.2965	0	
cav4mxo_DB8-ZINC66190272-0.pdb	-82.7276	-79.368	-3.35957	0	
cav4mxo_DB8-ZINC66190274-0.pdb	-91.2041	-84.8171	-6.38699	0	
cav4mxo_DB8-ZINC66194286-0.pdb	-75.8607	-69.918	-5.94274	0	
cav4mxo_DB8-ZINC66305940-0.pdb	-91.3506	-84.5087	-6.84189	0	
cav4mxo_DB8-ZINC66630125-0.pdb	-77.8087	-71.9948	-5.81386	0	
cav4mxo_DB8-ZINC66702713-0.pdb	-82.4175	-77.8537	-4.56375	0	
cav4mxo_DB8-ZINC66716985-0.pdb	-89.5321	-80.0321	-9.5	0	
cav4mxo_DB8-ZINC66761142-0.pdb	-83.5867	-76.5867	-7	0	
cav4mxo_DB8-ZINC66940380-0.pdb	-82.8814	-70.2235	-12.6579	0	
cav4mxo_DB8-ZINC66976131-0.pdb	-91.3382	-76.9593	-14.3789	0	
cav4mxo_DB8-ZINC67102484-0.pdb	-70.227	-61.1523	-9.07467	0	
cav4mxo_DB8-ZINC67315970-0.pdb	-83.7775	-68.964	-14.8135	0	
cav4mxo_DB8-ZINC67390251-0.pdb	-81.6252	-78.1252	-3.5	0	
cav4mxo_DB8-ZINC67456825-0.pdb	-83.0072	-80.5072	-2.5	0	
cav4mxo_DB8-ZINC67464667-0.pdb	-74.0955	-74.0955	0	0	
cav4mxo_DB8-ZINC67576340-0.pdb	-87.0299	-81.0299	-6	0	
cav4mxo_DB8-ZINC67585331-0.pdb	-90.2236	-89.4144	-0.809242	0	
cav4mxo_DB8-ZINC67585332-0.pdb	-93.2487	-76.4234	-16.8253	0	
